,,,Demand,Solar,Wind,Hydro
sc01,y2030,2030-01-14T08:00:00+01:00,4317.431049,1554.8,2375.4,73.8
sc01,y2030,2030-01-14T09:00:00+01:00,4234.818475,2016.1,2406.1,113.4
sc01,y2030,2030-01-14T10:00:00+01:00,4185.426919,2198.4,2430.3,119.4
sc01,y2030,2030-01-14T11:00:00+01:00,4104.271243,2284.8,2326.1,87
sc01,y2030,2030-01-14T12:00:00+01:00,4043.379562,2266.9,2221.9,101
sc01,y2030,2030-01-14T13:00:00+01:00,3973.192435,2135.1,2115.2,106.6
sc01,y2030,2030-01-14T14:00:00+01:00,3936.04541,1731,1856.9,104.6
sc01,y2030,2030-01-14T15:00:00+01:00,3915.441822,1001.11,1817.1,104.2
sc01,y2030,2030-01-14T16:00:00+01:00,4063.198615,0.66,1646.1,98.2
sc01,y2030,2030-01-14T17:00:00+01:00,4665.936891,0.57,475.71,89.8
sc01,y2030,2030-01-14T18:00:00+01:00,4758.082494,0.57,583.01,89
sc01,y2030,2030-01-14T19:00:00+01:00,4638.942712,0.57,616.81,94.2
sc01,y2030,2030-01-14T20:00:00+01:00,4477.412983,0.57,836.9,97.4
sc01,y2030,2030-01-14T21:00:00+01:00,4186.162359,0.57,774.9,93.8
sc01,y2030,2030-01-14T22:00:00+01:00,3851.857381,0.57,1080.5,77
sc01,y2030,2030-01-14T23:00:00+01:00,3579.306253,0.57,1100.7,92.6
sc01,y2030,2030-01-15T00:00:00+01:00,3443.923071,0.57,1469.3,82.4
sc01,y2030,2030-01-15T01:00:00+01:00,3372.063106,0.57,1353.7,107.8
sc01,y2030,2030-01-15T02:00:00+01:00,3354.607677,0.57,1768.6,141.2
sc01,y2030,2030-01-15T03:00:00+01:00,3404.816449,0.57,1604.5,113.4
sc01,y2030,2030-01-15T04:00:00+01:00,3597.910969,0.57,1145,85.8
sc01,y2030,2030-01-15T05:00:00+01:00,3934.193841,0.57,733.5,88.6
sc01,y2030,2030-01-15T06:00:00+01:00,4296.138175,0.57,1095.4,103.8
sc01,y2030,2030-01-15T07:00:00+01:00,4286.95001,805.51,1175,121
sc01,y2030,2030-01-15T08:00:00+01:00,4209.954079,1371,1305.4,116.2
sc01,y2030,2030-01-15T09:00:00+01:00,4154.027251,1572.1,1189.2,119.8
sc01,y2030,2030-01-15T10:00:00+01:00,4134.932564,1529.6,992.3,127
sc01,y2030,2030-01-15T11:00:00+01:00,4098.643712,1566.6,864,131.8
sc01,y2030,2030-01-15T12:00:00+01:00,4048.535263,1639.51,735.7,134.8
sc01,y2030,2030-01-15T13:00:00+01:00,4005.678695,1750.71,736.7,97.8
sc01,y2030,2030-01-15T14:00:00+01:00,3951.143326,1329.84,651.3,99.8
sc01,y2030,2030-01-15T15:00:00+01:00,3942.470738,953.83,579.5,95.8
sc01,y2030,2030-01-15T16:00:00+01:00,4133.21742,0.57,437.6,99.4
sc01,y2030,2030-01-15T17:00:00+01:00,4644.798925,0.57,20.63,97
sc01,y2030,2030-01-15T18:00:00+01:00,4698.541519,0.57,0.04,111.4
sc01,y2030,2030-01-15T19:00:00+01:00,4611.551576,0.57,4.63,171.8
sc01,y2030,2030-01-15T20:00:00+01:00,4419.196495,0.57,0.04,169.4
sc01,y2030,2030-01-15T21:00:00+01:00,4109.02419,0.57,42.12,131.8
sc01,y2030,2030-01-15T22:00:00+01:00,3742.094031,0.57,13.23,105.4
sc01,y2030,2030-01-15T23:00:00+01:00,3483.831754,0.57,75.32,90.6
sc01,y2030,2030-01-16T00:00:00+01:00,3333.161939,0.57,42.42,90.6
sc01,y2030,2030-01-16T01:00:00+01:00,3277.502731,0.57,78.41,96.6
sc01,y2030,2030-01-16T02:00:00+01:00,3247.555171,0.57,291.4,117.4
sc01,y2030,2030-01-16T03:00:00+01:00,3289.650934,0.57,704.9,95.8
sc01,y2030,2030-01-16T04:00:00+01:00,3424.422648,0.57,767.8,95.4
sc01,y2030,2030-01-16T05:00:00+01:00,3721.4894,0.57,785.7,103.6
sc01,y2030,2030-01-16T06:00:00+01:00,4050.995248,0.57,892.5,94.2
sc01,y2030,2030-01-16T07:00:00+01:00,4088.096568,893.61,1010.4,99
sc01,y2030,2030-01-16T08:00:00+01:00,4091.912564,1613.4,1219,98.2
sc01,y2030,2030-01-16T09:00:00+01:00,4090.93538,2100.3,1203.8,99.4
sc01,y2030,2030-01-16T10:00:00+01:00,4077.467349,2320.3,1058,103.2
sc01,y2030,2030-01-16T11:00:00+01:00,4053.995469,2424.9,869.1,115
sc01,y2030,2030-01-16T12:00:00+01:00,4012.374264,2387.6,809.3,114.6
sc01,y2030,2030-01-16T13:00:00+01:00,3978.344601,2243.3,831.3,117.4
sc01,y2030,2030-01-16T14:00:00+01:00,3933.779042,1928.7,865.4,115
sc01,y2030,2030-01-16T15:00:00+01:00,3920.950315,1295.5,973.3,121.4
sc01,y2030,2030-01-16T16:00:00+01:00,4055.817384,14.44,1104.7,121
sc01,y2030,2030-01-16T17:00:00+01:00,4585.176758,0.57,1288.5,175.8
sc01,y2030,2030-01-16T18:00:00+01:00,4697.444034,0.57,1698.3,197
sc01,y2030,2030-01-16T19:00:00+01:00,4623.892704,0.57,2015.8,197.8
sc01,y2030,2030-01-16T20:00:00+01:00,4484.520278,0.57,2110.1,200.2
sc01,y2030,2030-01-16T21:00:00+01:00,4192.600333,0.57,2057.9,135.4
sc01,y2030,2030-01-16T22:00:00+01:00,3855.507965,0.57,2283.5,143.8
sc01,y2030,2030-01-16T23:00:00+01:00,3599.031115,0.57,2324.2,123
sc01,y2030,2030-01-17T00:00:00+01:00,3471.956149,0.57,2363,106.8
sc01,y2030,2030-01-17T01:00:00+01:00,3406.13219,0.57,2410.7,94
sc01,y2030,2030-01-17T02:00:00+01:00,3394.684169,0.57,2333.2,114
sc01,y2030,2030-01-17T03:00:00+01:00,3448.980889,0.57,2435.6,120.4
sc01,y2030,2030-01-17T04:00:00+01:00,3620.662315,0.57,2433.1,107.2
sc01,y2030,2030-01-17T05:00:00+01:00,3967.932467,0.57,2315.5,121
sc01,y2030,2030-01-17T06:00:00+01:00,4324.205098,0.57,2414.8,100.2
sc01,y2030,2030-01-17T07:00:00+01:00,4315.302733,897.51,2386.4,94.6
sc01,y2030,2030-01-17T08:00:00+01:00,4234.060514,1581.3,2366.6,88.6
sc01,y2030,2030-01-17T09:00:00+01:00,4183.810544,2068.2,2443.4,94.6
sc01,y2030,2030-01-17T10:00:00+01:00,4109.137418,2259.4,2360.2,87.4
sc01,y2030,2030-01-17T11:00:00+01:00,4048.424075,2338.2,2404.9,102.8
sc01,y2030,2030-01-17T12:00:00+01:00,3974.428891,2321.4,2464.4,168.6
sc01,y2030,2030-01-17T13:00:00+01:00,3924.009067,2182.6,2391.2,191.8
sc01,y2030,2030-01-17T14:00:00+01:00,3859.81306,1910.8,2329.9,169.8
sc01,y2030,2030-01-17T15:00:00+01:00,3825.000283,1282.6,2438.1,169.4
sc01,y2030,2030-01-17T16:00:00+01:00,3925.424546,41.48,2090.2,182.6
sc01,y2030,2030-01-17T17:00:00+01:00,4412.537079,0.57,2336.3,245.6
sc01,y2030,2030-01-17T18:00:00+01:00,4496.883003,0.57,2290.2,250.8
sc01,y2030,2030-01-17T19:00:00+01:00,4429.906743,0.57,2362.1,276.4
sc01,y2030,2030-01-17T20:00:00+01:00,4328.853911,0.57,2191.6,198
sc01,y2030,2030-01-17T21:00:00+01:00,4153.468569,0.57,2143.6,145.8
sc01,y2030,2030-01-17T22:00:00+01:00,3905.620865,0.57,1969.6,142.6
sc01,y2030,2030-01-17T23:00:00+01:00,3689.535768,0.57,1941.8,99
sc01,y2030,2030-01-18T00:00:00+01:00,3556.348846,0.57,2002.6,99
sc01,y2030,2030-01-18T01:00:00+01:00,3477.183114,0.57,1779.3,101
sc01,y2030,2030-01-18T02:00:00+01:00,3447.194867,0.57,1664.3,97.4
sc01,y2030,2030-01-18T03:00:00+01:00,3469.176581,0.57,1420.5,86.6
sc01,y2030,2030-01-18T04:00:00+01:00,3550.203109,0.57,1338.2,140.2
sc01,y2030,2030-01-18T05:00:00+01:00,3718.136274,0.57,1237.3,145
sc01,y2030,2030-01-18T06:00:00+01:00,3901.180174,0.57,1202.5,152.4
sc01,y2030,2030-01-18T07:00:00+01:00,3931.452901,900.81,1266.1,165.8
sc01,y2030,2030-01-18T08:00:00+01:00,3955.68212,1599.2,1239,238.2
sc01,y2030,2030-01-18T09:00:00+01:00,3942.852844,2072.3,1123.1,167.8
sc01,y2030,2030-01-18T10:00:00+01:00,3872.413317,2283.4,747.1,165.4
sc01,y2030,2030-01-18T11:00:00+01:00,3757.184605,2346.6,606.5,165.2
sc01,y2030,2030-01-18T12:00:00+01:00,3663.314573,2313.5,509.2,165.4
sc01,y2030,2030-01-18T13:00:00+01:00,3572.505196,2180.9,458,167.4
sc01,y2030,2030-01-18T14:00:00+01:00,3509.623215,1879.9,365.3,168.2
sc01,y2030,2030-01-18T15:00:00+01:00,3489.250342,1197.3,224.9,162
sc01,y2030,2030-01-18T16:00:00+01:00,3621.482854,60.76,154,218.2
sc01,y2030,2030-01-18T17:00:00+01:00,4089.121239,0.57,135.1,317
sc01,y2030,2030-01-18T18:00:00+01:00,4230.553517,0.57,128.2,317.4
sc01,y2030,2030-01-18T19:00:00+01:00,4164.947586,0.57,66.9,343.4
sc01,y2030,2030-01-18T20:00:00+01:00,4078.577881,0.57,138.1,346.6
sc01,y2030,2030-01-18T21:00:00+01:00,3943.508719,0.57,194.1,294.4
sc01,y2030,2030-01-18T22:00:00+01:00,3773.948777,0.57,224.5,266.6
sc01,y2030,2030-01-18T23:00:00+01:00,3637.562297,0.57,353.8,222.2
sc01,y2030,2030-01-19T00:00:00+01:00,3487.270807,0.57,307.3,205.8
sc01,y2030,2030-01-19T01:00:00+01:00,3413.994158,0.57,295.9,160.6
sc01,y2030,2030-01-19T02:00:00+01:00,3391.334364,0.57,330.61,162.2
sc01,y2030,2030-01-19T03:00:00+01:00,3397.033084,0.57,316,212.2
sc01,y2030,2030-01-19T04:00:00+01:00,3454.298732,0.57,274.7,171.4
sc01,y2030,2030-01-19T05:00:00+01:00,3555.714706,0.57,270.7,159.4
sc01,y2030,2030-01-19T06:00:00+01:00,3679.346333,0.57,357.8,146
sc01,y2030,2030-01-19T07:00:00+01:00,3698.266302,910.81,437.6,263.4
sc01,y2030,2030-01-19T08:00:00+01:00,3722.808432,1471.01,437.2,145.4
sc01,y2030,2030-01-19T09:00:00+01:00,3699.754633,1815.4,492.3,159.8
sc01,y2030,2030-01-19T10:00:00+01:00,3651.780138,2333.6,362.3,159.2
sc01,y2030,2030-01-19T11:00:00+01:00,3603.233448,2440.1,271.9,151.8
sc01,y2030,2030-01-19T12:00:00+01:00,3539.744873,2410.4,288.2,160.8
sc01,y2030,2030-01-19T13:00:00+01:00,3484.490453,2263.1,282.2,152.8
sc01,y2030,2030-01-19T14:00:00+01:00,3437.039557,1930.1,252.4,155
sc01,y2030,2030-01-19T15:00:00+01:00,3454.636172,1302.9,185.4,149.2
sc01,y2030,2030-01-19T16:00:00+01:00,3597.479641,58.64,87.6,156.2
sc01,y2030,2030-01-19T17:00:00+01:00,4097.549886,0.57,366.1,168.6
sc01,y2030,2030-01-19T18:00:00+01:00,4272.267556,0.57,576.2,176.6
sc01,y2030,2030-01-19T19:00:00+01:00,4240.481817,0.57,629.1,182.4
sc01,y2030,2030-01-19T20:00:00+01:00,4122.775912,0.57,909.9,196.4
sc01,y2030,2030-01-19T21:00:00+01:00,3904.964743,0.57,1227.7,172.6
sc01,y2030,2030-01-19T22:00:00+01:00,3650.519971,0.57,1412,178.6
sc01,y2030,2030-01-19T23:00:00+01:00,3447.701897,0.57,1441.3,207
sc01,y2030,2030-01-20T00:00:00+01:00,3322.927471,0.57,1427.6,171.2
sc01,y2030,2030-01-20T01:00:00+01:00,3280.643718,0.57,1610.8,148.2
sc01,y2030,2030-01-20T02:00:00+01:00,3274.803406,0.57,1695.3,183.4
sc01,y2030,2030-01-20T03:00:00+01:00,3328.72658,0.57,1663.1,150.6
sc01,y2030,2030-01-20T04:00:00+01:00,3492.68583,0.57,1722.3,149.8
sc01,y2030,2030-01-20T05:00:00+01:00,3836.531647,0.57,1621.7,143.8
sc01,y2030,2030-01-20T06:00:00+01:00,4160.504359,0.57,1489.2,136.8
sc01,y2030,2030-01-20T07:00:00+01:00,4143.400281,918.21,1447.5,176.6
sc01,y2030,2030-01-20T08:00:00+01:00,4120.443516,1654.7,1502.6,139.8
sc01,y2030,2030-01-20T09:00:00+01:00,4111.063567,2155.2,1453.2,156.2
sc01,y2030,2030-01-20T10:00:00+01:00,4083.117173,2367.6,1142.6,148.6
sc01,y2030,2030-01-20T11:00:00+01:00,4044.211848,2465.2,612.5,150
sc01,y2030,2030-01-20T12:00:00+01:00,4005.51551,2429,349.1,153.8
sc01,y2030,2030-01-20T13:00:00+01:00,3960.848537,2279.5,300,167.6
sc01,y2030,2030-01-20T14:00:00+01:00,3922.037717,1978.3,215.2,185
sc01,y2030,2030-01-20T15:00:00+01:00,3901.184861,1353.7,148.9,232.4
sc01,y2030,2030-01-20T16:00:00+01:00,3997.203715,81.92,186.1,159.4
sc01,y2030,2030-01-20T17:00:00+01:00,4477.287926,0.57,128.9,147.8
sc01,y2030,2030-01-20T18:00:00+01:00,4580.447099,0.57,135.7,217.2
sc01,y2030,2030-01-20T19:00:00+01:00,4476.199159,0.57,167.4,197
sc01,y2030,2030-01-20T20:00:00+01:00,4313.677496,0.57,175.3,206.8
sc01,y2030,2030-01-20T21:00:00+01:00,4013.529481,0.57,234.2,192.6
sc01,y2030,2030-01-20T22:00:00+01:00,3688.205751,0.57,348.8,213.4
sc01,y2030,2030-01-20T23:00:00+01:00,3440.178306,0.57,479.3,212.8
sc01,y2030,2030-01-21T00:00:00+01:00,3297.90119,0.57,533.8,167
sc01,y2030,2030-01-21T01:00:00+01:00,3231.061582,0.57,491.9,155.8
sc01,y2030,2030-01-21T02:00:00+01:00,3218.813607,0.57,478.7,217.2
sc01,y2030,2030-01-21T03:00:00+01:00,3258.923027,0.57,429.7,229.8
sc01,y2030,2030-01-21T04:00:00+01:00,3420.542184,0.57,544.9,225.8
sc01,y2030,2030-01-21T05:00:00+01:00,3726.328878,0.57,678.9,244.6
sc01,y2030,2030-01-21T06:00:00+01:00,4047.558086,0.57,800.5,209.8
sc01,y2030,2030-01-21T07:00:00+01:00,4033.381938,904.21,820.5,201
sc01,y2030,2030-01-21T08:00:00+01:00,4051.383143,1618.9,952.4,233.6
sc01,y2030,2030-01-21T09:00:00+01:00,4065.310866,2080.1,1098,230.8
sc01,y2030,2030-01-21T10:00:00+01:00,4052.606636,2305,1141.5,232.4
sc01,y2030,2030-01-21T11:00:00+01:00,4060.575479,2409.8,991,203.6
sc01,y2030,2030-01-21T12:00:00+01:00,4034.387869,2384.2,593.8,203.2
sc01,y2030,2030-01-21T13:00:00+01:00,4028.929323,2254.5,526.7,204.4
sc01,y2030,2030-01-21T14:00:00+01:00,3999.90771,1969.2,709.6,242.2
sc01,y2030,2030-01-21T15:00:00+01:00,3958.904097,1314.7,847.1,295.6
sc01,y2030,2030-01-21T16:00:00+01:00,4003.418883,87.68,895,293.8
sc01,y2030,2030-01-21T17:00:00+01:00,4470.916014,0.57,1122.3,295
sc01,y2030,2030-01-21T18:00:00+01:00,4573.857495,0.57,1296.2,375.4
sc01,y2030,2030-01-21T19:00:00+01:00,4458.750019,0.57,1302.9,380.4
sc01,y2030,2030-01-21T20:00:00+01:00,4243.390489,0.57,1317.7,290.8
sc01,y2030,2030-01-21T21:00:00+01:00,3958.045817,0.57,1317.9,319.2
sc01,y2030,2030-01-21T22:00:00+01:00,3633.880812,0.57,1303,225.6
sc01,y2030,2030-01-21T23:00:00+01:00,3385.875632,0.57,1286,229.8
sc01,y2030,2030-01-22T00:00:00+01:00,3253.349544,0.57,1289.61,250.2
sc01,y2030,2030-01-22T01:00:00+01:00,3193.978133,0.57,1313.61,203.4
sc01,y2030,2030-01-22T02:00:00+01:00,3177.966094,0.57,1301.11,209.6
sc01,y2030,2030-01-22T03:00:00+01:00,3208.150277,0.57,1283.7,208.2
sc01,y2030,2030-01-22T04:00:00+01:00,3348.303965,0.57,1161,192.6
sc01,y2030,2030-01-22T05:00:00+01:00,3672.824999,0.57,1083.1,211.2
sc01,y2030,2030-01-22T06:00:00+01:00,4029.612985,0.57,1146.9,194.2
sc01,y2030,2030-01-22T07:00:00+01:00,4058.506453,792.13,1222.4,260.2
sc01,y2030,2030-01-22T08:00:00+01:00,4000.524307,1311.52,1519.1,215.4
sc01,y2030,2030-01-22T09:00:00+01:00,4004.280304,1668.11,1608.3,231.6
sc01,y2030,2030-01-22T10:00:00+01:00,3987.105672,1823.4,1415.5,228.6
sc01,y2030,2030-01-22T11:00:00+01:00,3987.011855,1917.81,949.1,227.4
sc01,y2030,2030-01-22T12:00:00+01:00,3951.794602,1977,628.71,222.4
sc01,y2030,2030-01-22T13:00:00+01:00,3922.796673,2158.8,507.41,218.6
sc01,y2030,2030-01-22T14:00:00+01:00,3885.739796,1897.2,455.21,214.2
sc01,y2030,2030-01-22T15:00:00+01:00,3863.008031,1234.02,657,243.4
sc01,y2030,2030-01-22T16:00:00+01:00,3957.675977,96.4,700.6,296.4
sc01,y2030,2030-01-22T17:00:00+01:00,4403.658881,0.57,893,311
sc01,y2030,2030-01-22T18:00:00+01:00,4515.181574,0.57,1566.5,348.8
sc01,y2030,2030-01-22T19:00:00+01:00,4428.518294,0.57,1413.2,330.4
sc01,y2030,2030-01-22T20:00:00+01:00,4260.655788,0.57,1548.2,242.6
sc01,y2030,2030-01-22T21:00:00+01:00,3975.421264,0.57,2006.3,233.2
sc01,y2030,2030-01-22T22:00:00+01:00,3661.406986,0.57,1736.2,204.6
sc01,y2030,2030-01-22T23:00:00+01:00,3441.976527,0.57,2041.1,259.8
sc01,y2030,2030-01-23T00:00:00+01:00,3316.78607,0.57,1801.9,274.4
sc01,y2030,2030-01-23T01:00:00+01:00,3275.546453,0.57,1769,226.6
sc01,y2030,2030-01-23T02:00:00+01:00,3274.569645,0.57,1955.2,219.8
sc01,y2030,2030-01-23T03:00:00+01:00,3318.330579,0.57,2274.3,200.8
sc01,y2030,2030-01-23T04:00:00+01:00,3485.63708,0.57,2453.6,197
sc01,y2030,2030-01-23T05:00:00+01:00,3806.651606,0.57,2474.8,199.8
sc01,y2030,2030-01-23T06:00:00+01:00,4135.707538,0.57,2488.9,224.6
sc01,y2030,2030-01-23T07:00:00+01:00,4117.103916,841.56,2470.1,283.2
sc01,y2030,2030-01-23T08:00:00+01:00,4097.766896,1483.8,2449.7,281
sc01,y2030,2030-01-23T09:00:00+01:00,4081.176753,1958.4,2403.7,255.4
sc01,y2030,2030-01-23T10:00:00+01:00,4028.478297,2189.4,2218.4,244
sc01,y2030,2030-01-23T11:00:00+01:00,4002.88295,2342.6,2203.6,252
sc01,y2030,2030-01-23T12:00:00+01:00,3986.26174,2387.6,2282.8,236.2
sc01,y2030,2030-01-23T13:00:00+01:00,3912.073817,2255.4,2193.9,247
sc01,y2030,2030-01-23T14:00:00+01:00,3876.367848,1954.6,2047,252.4
sc01,y2030,2030-01-23T15:00:00+01:00,3856.514242,1391.8,1932.6,305.2
sc01,y2030,2030-01-23T16:00:00+01:00,3941.487153,97.55,1496.6,354
sc01,y2030,2030-01-23T17:00:00+01:00,4391.577449,0.57,1037.9,367.8
sc01,y2030,2030-01-23T18:00:00+01:00,4527.584027,0.57,1122.4,392.4
sc01,y2030,2030-01-23T19:00:00+01:00,4456.337325,0.57,1390.6,386.6
sc01,y2030,2030-01-23T20:00:00+01:00,4306.250287,0.57,1642.7,331.6
sc01,y2030,2030-01-23T21:00:00+01:00,4017.659307,0.57,1725.9,265.8
sc01,y2030,2030-01-23T22:00:00+01:00,3716.656143,0.57,2035.3,226
sc01,y2030,2030-01-23T23:00:00+01:00,3473.987959,0.57,2187.2,225.2
sc01,y2030,2030-01-24T00:00:00+01:00,3343.440614,0.57,2299.7,230.4
sc01,y2030,2030-01-24T01:00:00+01:00,3286.009353,0.57,2200.7,257.8
sc01,y2030,2030-01-24T02:00:00+01:00,3281.4274,0.57,1975.4,270.8
sc01,y2030,2030-01-24T03:00:00+01:00,3327.805914,0.57,1824.4,296.6
sc01,y2030,2030-01-24T04:00:00+01:00,3467.883828,0.57,1818.1,280.8
sc01,y2030,2030-01-24T05:00:00+01:00,3773.134249,0.57,1726.5,263.4
sc01,y2030,2030-01-24T06:00:00+01:00,4097.12147,0.57,1729.1,301.8
sc01,y2030,2030-01-24T07:00:00+01:00,4080.551747,832.26,2192,357.8
sc01,y2030,2030-01-24T08:00:00+01:00,4050.69365,1280.21,2160,353.2
sc01,y2030,2030-01-24T09:00:00+01:00,4058.809063,1901.5,2307.6,352.4
sc01,y2030,2030-01-24T10:00:00+01:00,4028.451497,2242,2346.9,360.6
sc01,y2030,2030-01-24T11:00:00+01:00,3984.186868,2434.2,2291.9,356.8
sc01,y2030,2030-01-24T12:00:00+01:00,3938.564489,2196,2056.7,351.8
sc01,y2030,2030-01-24T13:00:00+01:00,3886.958385,2051.2,2232.3,357.2
sc01,y2030,2030-01-24T14:00:00+01:00,3847.424559,1979.2,2192.7,341.6
sc01,y2030,2030-01-24T15:00:00+01:00,3812.434375,1427.9,1985.9,354.2
sc01,y2030,2030-01-24T16:00:00+01:00,3885.536502,126.64,1597,346.8
sc01,y2030,2030-01-24T17:00:00+01:00,4292.927883,0.57,1419.6,413.2
sc01,y2030,2030-01-24T18:00:00+01:00,4383.835923,0.57,1714.7,385.8
sc01,y2030,2030-01-24T19:00:00+01:00,4285.968736,0.57,2298.6,344.6
sc01,y2030,2030-01-24T20:00:00+01:00,4171.20423,0.57,2292.9,294.6
sc01,y2030,2030-01-24T21:00:00+01:00,3976.657315,0.57,2177.8,265.4
sc01,y2030,2030-01-24T22:00:00+01:00,3743.283669,0.57,1913,305.6
sc01,y2030,2030-01-24T23:00:00+01:00,3521.423457,0.57,1746.6,253.6
sc01,y2030,2030-01-25T00:00:00+01:00,3390.093446,0.57,1643.7,265.6
sc01,y2030,2030-01-25T01:00:00+01:00,3327.0343,0.57,1633.1,272
sc01,y2030,2030-01-25T02:00:00+01:00,3295.770203,0.57,1735.3,215.8
sc01,y2030,2030-01-25T03:00:00+01:00,3315.9622,0.57,1273.5,182.6
sc01,y2030,2030-01-25T04:00:00+01:00,3386.348706,0.57,1485.8,202.2
sc01,y2030,2030-01-25T05:00:00+01:00,3525.775232,0.57,1726.6,169
sc01,y2030,2030-01-25T06:00:00+01:00,3682.977849,0.57,2171.2,244.2
sc01,y2030,2030-01-25T07:00:00+01:00,3706.333646,920.01,2298.4,354
sc01,y2030,2030-01-25T08:00:00+01:00,3779.693021,1619.9,2446.8,362.6
sc01,y2030,2030-01-25T09:00:00+01:00,3803.588449,2084.6,2479.7,361.6
sc01,y2030,2030-01-25T10:00:00+01:00,3775.066793,2287.7,2457,365
sc01,y2030,2030-01-25T11:00:00+01:00,3716.113775,2379.1,2480.4,371.2
sc01,y2030,2030-01-25T12:00:00+01:00,3643.497298,2378,2497.3,363.2
sc01,y2030,2030-01-25T13:00:00+01:00,3561.010847,2269.1,2482.9,365
sc01,y2030,2030-01-25T14:00:00+01:00,3505.311976,2011.4,2479.5,364.8
sc01,y2030,2030-01-25T15:00:00+01:00,3493.100087,1416.3,2468,444.6
sc01,y2030,2030-01-25T16:00:00+01:00,3595.631461,139,2402.3,461
sc01,y2030,2030-01-25T17:00:00+01:00,4016.453764,0.57,1881.7,439.6
sc01,y2030,2030-01-25T18:00:00+01:00,4162.143329,0.57,2098.1,438.8
sc01,y2030,2030-01-25T19:00:00+01:00,4104.573769,0.57,2151,361.6
sc01,y2030,2030-01-25T20:00:00+01:00,4008.344711,0.57,2278.1,264.6
sc01,y2030,2030-01-25T21:00:00+01:00,3853.171298,0.57,2455.8,220.4
sc01,y2030,2030-01-25T22:00:00+01:00,3672.993112,0.57,2491.1,211.6
sc01,y2030,2030-01-25T23:00:00+01:00,3498.094947,0.57,2483.6,164.8
sc01,y2030,2030-01-26T00:00:00+01:00,3369.912095,0.57,2479.1,167.2
sc01,y2030,2030-01-26T01:00:00+01:00,3293.324969,0.57,2476.2,167.2
sc01,y2030,2030-01-26T02:00:00+01:00,3264.083815,0.57,2472.1,259.2
sc01,y2030,2030-01-26T03:00:00+01:00,3278.002804,0.57,2464.7,235.4
sc01,y2030,2030-01-26T04:00:00+01:00,3319.514928,0.57,2431.3,217.4
sc01,y2030,2030-01-26T05:00:00+01:00,3434.076048,0.57,2344.7,221.2
sc01,y2030,2030-01-26T06:00:00+01:00,3540.630016,0.57,2150.4,320.2
sc01,y2030,2030-01-26T07:00:00+01:00,3542.234433,931.61,1925.6,326
sc01,y2030,2030-01-26T08:00:00+01:00,3569.550972,1530,1811.7,364.8
sc01,y2030,2030-01-26T09:00:00+01:00,3573.324726,1885.6,2089.3,377.8
sc01,y2030,2030-01-26T10:00:00+01:00,3534.655918,2302.7,1844.9,376.8
sc01,y2030,2030-01-26T11:00:00+01:00,3495.021192,2364.8,1432.7,369.6
sc01,y2030,2030-01-26T12:00:00+01:00,3445.701322,2337.5,1180.7,371
sc01,y2030,2030-01-26T13:00:00+01:00,3408.815185,2224,968.1,366.4
sc01,y2030,2030-01-26T14:00:00+01:00,3387.269055,1986.6,820.4,364.8
sc01,y2030,2030-01-26T15:00:00+01:00,3397.11432,1408.3,1322.3,461.6
sc01,y2030,2030-01-26T16:00:00+01:00,3526.973894,157.79,1729.2,484.4
sc01,y2030,2030-01-26T17:00:00+01:00,3991.646807,0.57,742.9,511.6
sc01,y2030,2030-01-26T18:00:00+01:00,4145.133524,0.57,1342.2,459.8
sc01,y2030,2030-01-26T19:00:00+01:00,4103.098799,0.57,1931.8,368.8
sc01,y2030,2030-01-26T20:00:00+01:00,4006.089208,0.57,2044.6,373.2
sc01,y2030,2030-01-26T21:00:00+01:00,3816.741301,0.57,2131.3,401.6
sc01,y2030,2030-01-26T22:00:00+01:00,3557.424537,0.57,2221.6,378.6
sc01,y2030,2030-01-26T23:00:00+01:00,3369.915362,0.57,2377.2,230.8
sc01,y2030,2030-01-27T00:00:00+01:00,3262.307365,0.57,2450.7,206.4
sc01,y2030,2030-01-27T01:00:00+01:00,3215.959753,0.57,2490.7,257.8
sc01,y2030,2030-01-27T02:00:00+01:00,3220.899006,0.57,2487.9,260.2
sc01,y2030,2030-01-27T03:00:00+01:00,3274.013534,0.57,2395.2,224.2
sc01,y2030,2030-01-27T04:00:00+01:00,3435.741437,0.57,2388.8,221
sc01,y2030,2030-01-27T05:00:00+01:00,3779.825255,0.57,2441,185.4
sc01,y2030,2030-01-27T06:00:00+01:00,4116.206751,0.57,2483.8,287.6
sc01,y2030,2030-01-27T07:00:00+01:00,4094.339425,947.2,2497.6,363.4
sc01,y2030,2030-01-27T08:00:00+01:00,4076.641599,1705.7,2494.4,386.4
sc01,y2030,2030-01-27T09:00:00+01:00,4063.941175,2066.5,2383.2,386
sc01,y2030,2030-01-27T10:00:00+01:00,4039.36543,2282.1,2361.3,363.8
sc01,y2030,2030-01-27T11:00:00+01:00,4019.19025,2380.7,2479.7,349.6
sc01,y2030,2030-01-27T12:00:00+01:00,3989.720651,2366.6,2501.2,358.6
sc01,y2030,2030-01-27T13:00:00+01:00,3952.895379,2241.2,2505.8,372.6
sc01,y2030,2030-01-27T14:00:00+01:00,3929.591284,1959.5,2501.6,382
sc01,y2030,2030-01-27T15:00:00+01:00,3882.411032,1434,2496.4,434.8
sc01,y2030,2030-01-27T16:00:00+01:00,3953.812901,179.28,2352.1,428
